time,temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),sunrise (iso8601),sunset (iso8601),precipitation_sum (inch),rain_sum (inch),snowfall_sum (inch),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (inch)
2023-11-02,18.6,5.6,10.8,2023-11-02T08:02,2023-11-02T17:22,0.000,0.000,0.000,0.00,0.019
2023-11-03,21.1,4.3,10.4,2023-11-03T08:04,2023-11-03T17:20,0.000,0.000,0.000,-0.00,0.017
2023-11-04,14.6,0.5,6.7,2023-11-04T08:06,2023-11-04T17:18,0.000,0.000,0.000,-0.00,0.015
2023-11-05,20.2,1.4,10.5,2023-11-05T08:08,2023-11-05T17:16,0.000,0.000,0.000,0.01,0.020
2023-11-06,21.1,14.6,18.3,2023-11-06T08:10,2023-11-06T17:14,0.063,0.000,0.441,-0.00,0.013
2023-11-07,16.7,8.6,12.9,2023-11-07T08:12,2023-11-07T17:12,0.000,0.000,0.000,0.00,0.013
2023-11-08,13.4,6.8,9.7,2023-11-08T08:14,2023-11-08T17:11,0.020,0.000,0.165,-0.01,0.011
2023-11-09,10.6,0.8,6.2,2023-11-09T08:16,2023-11-09T17:09,0.004,0.000,0.028,0.00,0.008
2023-11-10,14.1,0.1,5.1,2023-11-10T08:18,2023-11-10T17:07,0.000,0.000,0.000,0.00,0.011
2023-11-11,1.2,0.4,NaN,2023-11-11T08:20,2023-11-11T17:05,NaN,NaN,NaN,NaN,NaN
